Name	Set	ImageFile	Category	Level	Color	PlayCost	DVCost	DP	Attribute	Type
Sakuttomon/BT4-001	BT4	BT4-001.png	Digi-Egg	2	Red	-	-	-	-	Weapon
Bukamon/BT4-002	BT4	BT4-002.png	Digi-Egg	2	Blue	-	-	-	-	Lesser
Koromon/BT4-003	BT4	BT4-003.png	Digi-Egg	2	Yellow	-	-	-	-	Lesser
Budmon/BT4-004	BT4	BT4-004.png	Digi-Egg	2	Green	-	-	-	-	Vegetation
Missimon/BT4-005	BT4	BT4-005.png	Digi-Egg	2	Black	-	-	-	-	Machine
Missimon/BT4-005_P1	BT4	BT4-005_P1.png	Digi-Egg	2	Black	-	-	-	-	Machine
Xiaomon/BT4-006	BT4	BT4-006.png	Digi-Egg	2	Purple	-	-	-	-	Lesser
Otamamon/BT4-007	BT4	BT4-007.png	Digimon	3	Red	2	2	5000	Data	Amphibian
Agumon/BT4-008	BT4	BT4-008.png	Digimon	3	Red	3	0	2000	Vaccine	Dinosaur
Flamemon/BT4-009	BT4	BT4-009.png	Digimon	3	Red	3	0	2000	Variable	Wizard
Fugamon/BT4-010	BT4	BT4-010.png	Digimon	4	Red	3	1	3000	Virus	Demon
Agunimon/BT4-011	BT4	BT4-011.png	Digimon	4	Red	5	2	5000	Variable	Wizard
Agunimon/BT4-011_P1	BT4	BT4-011_P1.png	Digimon	4	Red	5	2	5000	Variable	Wizard
GeoGreymon/BT4-012	BT4	BT4-012.png	Digimon	4	Red	5	2	5000	Vaccine	Dinosaur
BurningGreymon/BT4-013	BT4	BT4-013.png	Digimon	4	Red	6	3	6000	Variable	Dark Dragon
Vermilimon/BT4-014	BT4	BT4-014.png	Digimon	5	Red	5	3	8000	Data	Ankylosaur
Volcdramon/BT4-015	BT4	BT4-015.png	Digimon	5	Red	7	3	7000	Data	Dragon
Aldamon/BT4-016	BT4	BT4-016.png	Digimon	5	Red	8	3	7000	Variable	Wizard
RizeGreymon/BT4-017	BT4	BT4-017.png	Digimon	5	Red	8	3	7000	Vaccine	Cyborg
RizeGreymon/BT4-017_P1	BT4	BT4-017_P1.png	Digimon	5	Red	8	3	7000	Vaccine	Cyborg
Spinomon/BT4-018	BT4	BT4-018.png	Digimon	6	Red	10	2	10000	Virus	Dinosaur
VictoryGreymon/BT4-019	BT4	BT4-019.png	Digimon	6	Red	11	4	12000	Vaccine	Dragonkin
VictoryGreymon/BT4-019_P1	BT4	BT4-019_P1.png	Digimon	6	Red	11	4	12000	Vaccine	Dragonkin
ShineGreymon/BT4-020	BT4	BT4-020.png	Digimon	6	Red	12	3	11000	Vaccine	Light Dragon
Gaomon/BT4-021	BT4	BT4-021.png	Digimon	3	Blue	3	0	2000	Data	Beast
Sangomon/BT4-022	BT4	BT4-022.png	Digimon	3	Blue	3	0	4000	Data	Mollusk
Strabimon/BT4-023	BT4	BT4-023.png	Digimon	3	Blue	3	0	2000	Variable	Beastkin
Tobiumon/BT4-024	BT4	BT4-024.png	Digimon	4	Blue	3	1	3000	Vaccine	Sea Animal
Lobomon/BT4-025	BT4	BT4-025.png	Digimon	4	Blue	5	2	5000	Variable	Warrior
Lobomon/BT4-025_P1	BT4	BT4-025_P1.png	Digimon	4	Blue	5	2	5000	Variable	Warrior
GaoGamon/BT4-026	BT4	BT4-026.png	Digimon	4	Blue	5	2	5000	Data	Beast
KendoGarurumon/BT4-027	BT4	BT4-027.png	Digimon	4	Blue	6	3	6000	Variable	Cyborg
Piranimon/BT4-028	BT4	BT4-028.png	Digimon	5	Blue	6	3	7000	Virus	Sea Animal
Gusokumon/BT4-029	BT4	BT4-029.png	Digimon	5	Blue	7	3	10000	Vaccine	Crustacean
Beowolfmon/BT4-030	BT4	BT4-030.png	Digimon	5	Blue	7	3	7000	Variable	Warrior
MarinChimairamon/BT4-031	BT4	BT4-031.png	Digimon	5	Blue	7	3	7000	Vaccine	Composite
MachGaogamon/BT4-032	BT4	BT4-032.png	Digimon	5	Blue	8	3	7000	Data	Cyborg
ZeedGarurumon/BT4-033	BT4	BT4-033.png	Digimon	6	Blue	11	4	12000	Data	Cyborg
ZeedGarurumon/BT4-033_P1	BT4	BT4-033_P1.png	Digimon	6	Blue	11	4	12000	Data	Cyborg
Regalecusmon/BT4-034	BT4	BT4-034.png	Digimon	6	Blue	11	3	11000	Virus	Sea Animal
MirageGaogamon/BT4-035	BT4	BT4-035.png	Digimon	6	Blue	12	4	12000	Data	Beast Knight
MirageGaogamon/BT4-035_P1	BT4	BT4-035_P1.png	Digimon	6	Blue	12	4	12000	Data	Beast Knight
Falcomon/BT4-036	BT4	BT4-036.png	Digimon	3	Yellow	2	2	5000	Vaccine	Avian
Kudamon/BT4-037	BT4	BT4-037.png	Digimon	3	Yellow	3	0	2000	Vaccine	Holy Beast
BushiAgumon/BT4-038	BT4	BT4-038.png	Digimon	3	Yellow	5	0	3000	Vaccine	Dinosaur
Growlmon/BT4-039	BT4	BT4-039.png	Digimon	4	Yellow	4	2	4000	Data	Dark Dragon
Diatrymon/BT4-040	BT4	BT4-040.png	Digimon	4	Yellow	5	2	6000	Vaccine	Ancient Bird
Meicoomon/BT4-041	BT4	BT4-041.png	Digimon	4	Yellow	5	2	4000	Unknown 	Unknown 
Piddomon/BT4-042	BT4	BT4-042.png	Digimon	4	Yellow	6	1	5000	Vaccine	Angel
Crowmon/BT4-043	BT4	BT4-043.png	Digimon	5	Yellow	5	3	8000	Vaccine	Mysterious Bird
HippoGryphonmon/BT4-044	BT4	BT4-044.png	Digimon	5	Yellow	6	3	6000	Data	Mythical Beast
Maycrackmon/BT4-045	BT4	BT4-045.png	Digimon	5	Yellow	7	3	7000	Vaccine	Beastkin
WarGrowlmon/BT4-046	BT4	BT4-046.png	Digimon	5	Yellow	8	3	7000	Data	Cyborg
Rasielmon/BT4-047	BT4	BT4-047.png	Digimon	6	Yellow	10	4	10000	Vaccine	Throne
WarGreymon/BT4-048	BT4	BT4-048.png	Digimon	6	Yellow	12	3	11000	Vaccine	Dragonkin
WarGreymon/BT4-048_P1	BT4	BT4-048_P1.png	Digimon	6	Yellow	12	3	11000	Vaccine	Dragonkin
Varodurumon/BT4-049	BT4	BT4-049.png	Digimon	6	Yellow	13	3	11000	Vaccine	Holy Bird
Liollmon/BT4-050	BT4	BT4-050.png	Digimon	3	Green	2	2	5000	Vaccine	Holy Beast
DoKunemon/BT4-051	BT4	BT4-051.png	Digimon	3	Green	3	0	2000	Virus	Larva
Lalamon/BT4-052	BT4	BT4-052.png	Digimon	3	Green	3	0	2000	Data	Vegetation
Roachmon/BT4-053	BT4	BT4-053.png	Digimon	4	Green	3	1	3000	Virus	Insectoid
Sunflowmon/BT4-054	BT4	BT4-054.png	Digimon	4	Green	5	2	5000	Data	Vegetation
Leomon/BT4-055	BT4	BT4-055.png	Digimon	4	Green	5	2	5000	Vaccine	Beastkin
SkullScorpiomon/BT4-056	BT4	BT4-056.png	Digimon	5	Green	5	2	6000	Data	Insectoid
GrapLeomon/BT4-057	BT4	BT4-057.png	Digimon	5	Green	7	2	6000	Vaccine	Beastkin
Orochimon/BT4-058	BT4	BT4-058.png	Digimon	5	Green	8	3	8000	Virus	Dark Dragon
Lilamon/BT4-059	BT4	BT4-059.png	Digimon	5	Green	8	3	7000	Data	Fairy
Lilamon/BT4-059_P1	BT4	BT4-059_P1.png	Digimon	5	Green	8	3	7000	Data	Fairy
Lotosmon/BT4-060	BT4	BT4-060.png	Digimon	6	Green	11	4	12000	Data	Fairy
BanchoLeomon/BT4-061	BT4	BT4-061.png	Digimon	6	Green	12	3	11000	Vaccine	Beastkin/Boss
Nidhoggmon/BT4-062	BT4	BT4-062.png	Digimon	6	Green	13	5	13000	Virus	Dark Dragon
Nidhoggmon/BT4-062_P1	BT4	BT4-062_P1.png	Digimon	6	Green	13	5	13000	Virus	Dark Dragon
Commandramon/BT4-063	BT4	BT4-063.png	Digimon	3	Black	3	0	1000	Virus	Cyborg/D-Brigade
Sunarizamon/BT4-064	BT4	BT4-064.png	Digimon	3	Black	3	0	2000	Virus	Reptile
Gotsumon/BT4-065	BT4	BT4-065.png	Digimon	3	Black	4	1	6000	Data	Rock
Golemon/BT4-066	BT4	BT4-066.png	Digimon	4	Black	4	2	3000	Virus	Mineral
Sealsdramon/BT4-067	BT4	BT4-067.png	Digimon	4	Black	5	2	6000	Virus	Cyborg/D-Brigade
Sealsdramon/BT4-067_P1	BT4	BT4-067_P1.png	Digimon	4	Black	5	2	6000	Virus	Cyborg/D-Brigade
